,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,SMA_10,EMA_10,RSI_14,SMA,STD,Upper_Band,Lower_Band,High-Low,High-Prev_Close,Low-Prev_Close,TR,ATR_14,OBV
31,1512259200000,457.31,485.9,440.11,460.3,24490.05997,1512345599999,11436416.9241977,21404,12239.10293,5721801.0534579,455.671,440.94648560654207,72.84466061206042,405.1185,55.833648341347676,516.7857966826954,293.45120331730465,45.789999999999964,28.269999999999982,17.519999999999982,45.789999999999964,46.877857142857145,50286.19997
32,1512345600000,460.3,470.98,445.0,466.67,23182.65949,1512431999999,10662508.8497644,20049,11708.14715,5390172.6977393,455.438,445.6234882235344,72.01348533912966,411.67150000000004,54.93002671102298,521.531553422046,301.8114465779541,25.980000000000018,10.680000000000007,15.300000000000011,25.980000000000018,47.40500000000001,47672.71945999999
33,1512432000000,466.66,468.67,445.21,452.26,25387.11695,1512518399999,11663673.2864895,19373,12902.22244,5935255.777238,454.48199999999997,446.83012672834633,69.21633836445808,417.71799999999996,52.20925271897405,522.136505437948,313.29949456205185,23.460000000000036,2.0,21.460000000000036,23.460000000000036,47.26071428571429,23182.65949
34,1512518400000,452.26,455.1,400.0,411.01,38638.76036,1512604799999,16767914.2566097,24522,16000.21644,6945785.8997376,449.299,440.31737641410155,55.90064526160305,421.69399999999996,48.1684943330784,518.0309886661568,325.35701133384316,55.10000000000002,2.840000000000032,52.25999999999999,55.10000000000002,49.3507142857143,0.0
35,1512604800000,413.5,427.61,375.01,406.33,41343.73269,1512691199999,16842079.0919012,30163,17174.99356,7025122.8121147,442.701,434.1378534297194,50.27989393492992,425.44899999999996,43.44033402265707,512.3296680453141,338.56833195468585,52.60000000000002,16.600000000000023,36.0,52.60000000000002,49.180714285714295,0.0
36,1512691200000,406.52,456.78,390.0,442.56,41064.60305,1512777599999,17430991.9590521,42348,17149.6329,7318210.6244088,440.34,435.6691528061341,43.69936135735393,430.244,39.38970549455006,509.02341098910017,351.4645890108999,66.77999999999997,50.44999999999999,16.329999999999984,66.77999999999997,48.079285714285724,41064.60305
37,1512777600000,442.56,488.0,426.4,460.0,41918.34044,1512863999999,19341744.4130386,35517,20439.87165,9429536.5339238,444.16999999999996,440.09294320501874,49.586513994910945,435.53650000000005,35.55154941845224,506.6395988369045,364.4334011630956,61.60000000000002,45.44,16.160000000000025,61.60000000000002,50.017142857142865,82982.94349
38,1512864000000,460.0,460.05,403.2,427.35,34919.25938,1512950399999,15125760.6157025,32416,15317.92712,6644966.0107937,444.162,437.77604444046983,42.950220491835864,438.533,31.839996049325666,502.21299209865134,374.8530079013487,56.85000000000002,0.05000000000001137,56.80000000000001,56.85000000000002,52.016428571428584,41918.34044
39,1512950400000,427.35,512.0,427.35,508.7,29763.16644,1513036799999,13776239.5826501,28773,14163.91481,6587249.8411079,449.28100000000006,450.6713090876571,55.6228560833153,445.86199999999997,30.150585330794133,506.16317066158825,385.5608293384117,84.64999999999998,84.64999999999998,0.0,84.64999999999998,55.63857142857144,29763.16644
40,1513036800000,508.44,639.27,494.89,620.0,59387.02259,1513123199999,33241867.0335295,66420,30066.72168,16943769.8414255,465.51800000000003,481.4583437989922,67.93935860058309,457.8295,46.15712016408882,550.1437403281776,365.5152596718224,144.38,130.57,13.810000000000002,144.38,64.23714285714286,89150.18903000001
41,1513123200000,622.0,705.69,539.93,683.99,57694.18773,1513209599999,36344921.4647994,55759,28508.57887,18035820.0508494,487.887,518.2822812900845,79.25580565284315,471.779,66.86394661431632,605.5068932286326,338.05110677136736,165.7600000000001,85.69000000000005,80.07000000000005,165.7600000000001,66.7914285714286,117081.21032
42,1513209600000,683.98,747.6,630.5,679.76,60919.26902,1513295999999,41882857.095261,51279,30685.47276,21096463.0982719,509.196,547.6418665100691,78.23936253553282,482.317,81.42556963587272,645.1681392717454,319.4658607282546,117.10000000000002,63.610000000000014,53.49000000000001,117.10000000000002,69.94214285714287,57694.18773
43,1513296000000,679.76,689.0,594.6,674.95,39778.16165,1513382399999,25891535.6969439,38469,17125.09695,11225974.5947701,531.465,570.7887998718747,75.79359430604983,492.97350000000006,91.87762749697956,676.7287549939592,309.21824500604095,94.39999999999998,9.240000000000009,85.15999999999997,94.39999999999998,72.95428571428573,0.0
44,1513382400000,673.75,712.0,669.22,682.81,26866.0533,1513468799999,18466770.7325109,25236,12518.18939,8621540.3507179,558.645,591.1562908042612,76.2300810735253,503.97200000000004,100.81222751651785,705.5964550330357,302.34754496696434,42.77999999999997,37.049999999999955,5.730000000000018,42.77999999999997,74.08785714285715,26866.0533
45,1513468800000,681.8,728.0,680.33,707.64,31398.4476,1513555199999,22242667.2153362,36094,16831.51917,11929457.9022288,588.7760000000001,612.3351470216681,77.39698715108551,515.7385,110.21704917666135,736.1725983533228,295.3044016466773,47.66999999999996,45.190000000000055,2.4799999999999045,47.66999999999996,74.22214285714287,58264.5009
46,1513555200000,707.62,798.88,638.0,784.0,45673.70777,1513641599999,32799947.5744694,40460,25894.22216,18738099.8282732,622.92,643.546938472274,80.43115518134218,531.63,124.66049925170474,780.9509985034094,282.30900149659055,160.88,91.24000000000001,69.63999999999999,160.88,83.85785714285716,77072.15537
47,1513641600000,784.0,864.9,729.01,798.0,69423.62125,1513727999999,55123972.0160901,57020,35335.29681,28200283.2140873,656.72,671.6293132954969,83.18169603439672,550.4449999999999,135.15154240995383,820.7480848199076,280.14191518009227,135.89,80.89999999999998,54.99000000000001,135.89,91.88857142857144,115097.32902
48,1513728000000,798.0,828.0,661.0,790.21,72526.28416,1513814399999,55604509.7531012,58344,31819.17997,24498518.3699567,693.0060000000001,693.1894381508612,88.89071217591075,568.5840000000001,141.94642196784594,852.4768439356919,284.6911560643082,167.0,30.0,137.0,167.0,99.88142857142859,69423.62125
49,1513814400000,794.62,845.99,705.98,782.41,78222.53998,1513900799999,62052521.6509025,57627,42391.625,33836866.1276715,720.377,709.4113584870682,88.32545247024295,584.829,147.06480343533522,878.9586068706703,290.6993931293295,140.01,55.77999999999997,84.23000000000002,140.01,106.125,0.0
50,1513900800000,784.0,796.0,504.99,635.97,154630.49482,1513987199999,98661808.4822484,113138,72411.90221,46364952.4994994,721.9739999999999,696.0583842166922,66.0946991761671,593.746,144.32759342988874,882.4011868597775,305.0908131402225,291.01,13.590000000000032,277.41999999999996,291.01,122.14142857142858,0.0
51,1513987200000,635.15,714.99,627.97,640.34,79001.05634,1514073599999,53738833.8806143,79260,42804.08114,29157507.58909,717.609,685.9277689045664,65.34077375888938,602.7479999999999,141.14588871466552,885.039777429331,320.4562225706689,87.01999999999998,79.01999999999998,8.0,87.01999999999998,123.95714285714287,79001.05634
52,1514073600000,640.33,667.64,563.49,658.0,95431.94156,1514159999999,59101715.1506293,108808,46121.82453,28654615.7197555,715.433,680.8499927400998,70.13390596902879,612.3145,137.88368078221856,888.0818615644371,336.54713843556283,104.14999999999998,27.299999999999955,76.85000000000002,104.14999999999998,127.33571428571427,174432.99790000002
53,1514160000000,659.4,744.0,599.99,714.95,78544.84102,1514246399999,55108579.6840084,86060,43032.9593,30201608.5770915,719.433,687.0499940600816,68.8050475026897,625.4490000000001,134.2998569933013,894.0487139866027,356.8492860133975,144.01,86.0,58.00999999999999,144.01,131.57571428571427,173976.78258
54,1514246400000,713.12,750.0,712.56,750.0,60052.47905,1514332799999,44216631.9019637,78690,31422.6779,23139437.7568363,726.152,698.4954496855213,63.767102977930286,642.3985,127.00512547779996,896.4087509556,388.3882490444001,37.440000000000055,35.049999999999955,2.3900000000001,37.440000000000055,123.93714285714285,138597.32007000002
55,1514332800000,750.0,766.05,693.18,739.89,51339.2782,1514419199999,38102246.9866603,72364,25938.69371,19278946.1906518,729.3770000000001,706.021731560881,56.682446325252236,659.0765,115.77857229597745,890.6336445919549,427.5193554080451,72.87,16.049999999999955,56.82000000000005,72.87,117.30214285714284,60052.47905
56,1514419200000,739.89,744.93,645.88,707.89,72679.61288,1514505599999,50030889.1110455,94413,35865.49648,24731619.6928581,721.766,706.3614167316299,53.15337533349775,672.343,104.29518857045859,880.9333771409172,463.75262285908275,99.04999999999995,5.039999999999964,94.00999999999999,99.04999999999995,116.01285714285713,0.0
57,1514505600000,709.5,757.87,703.0,733.99,64028.12647,1514591999999,46838775.8175808,89024,31777.71602,23266046.7578367,715.365,711.3847955076972,56.31687066678079,686.0424999999999,92.23240604581532,870.5073120916305,501.5776879083693,54.870000000000005,49.98000000000002,4.889999999999986,54.870000000000005,113.18928571428569,64028.12647
58,1514592000000,732.9,735.0,635.82,681.06,89879.99994,1514678399999,61752153.6610781,123765,41572.44573,28554635.9955721,704.45,705.8711963244795,49.82923163996175,698.7280000000001,69.40123437397737,837.5304687479548,559.9255312520453,99.17999999999995,1.009999999999991,98.16999999999996,99.17999999999995,117.21785714285714,64028.12647
59,1514678400000,680.01,740.0,672.86,733.98,62628.24458,1514764799999,44570894.7990617,92610,32109.79685,22872625.2943459,699.607,710.9818879018468,52.43672291296626,709.992,53.36498167781799,816.7219633556359,603.262036644364,67.13999999999999,58.940000000000055,8.199999999999932,67.13999999999999,118.60857142857142,62628.24458
