Losses,Train Sharpe Ratios,Train Annualized Returns,Test Sharpe Ratios,Test Annualized Returns
0.00025894324062392116,-0.3313195,,-0.3527437,-0.29316312769380437
0.006049242801964283,-0.084324725,,-0.122823745,
0.0004133335023652762,-0.2483907,-0.032363455045014033,-0.30262363,
0.00019074355077464134,-0.3685964,,-0.39407054,-0.24524851948059045
6.0321476667013485e-06,-1.7618102,0.02966298574103865,-1.8327714,-0.0354334476508944
4.6583416406065226e-05,-0.6737741,-0.053259050053975576,-0.71868694,-0.1901060326208569
5.770655843662098e-05,-1.0884042,-0.03710147513046114,-1.1079884,-0.06473621476706948
6.015582403051667e-05,-0.6071526,0.050439897188383265,-0.6671439,-0.10718934512374623
2.4591266992501915e-05,-1.039947,0.04272825242855394,-1.1102418,-0.062399108565381
1.4713112932440708e-06,-4.747314,-0.007153224505133116,-4.7707896,-0.016618924555827808
1.4381340406544041e-05,-1.2476763,0.0069486568059007325,-1.3105693,-0.08829194659337314
4.243610237608664e-05,-0.785391,-0.03749361760992875,-0.81099224,-0.09684631168124302
6.628954452025937e-06,-2.8690763,0.010419187240600314,-2.9262214,-0.022936787093030486
1.9552728190319613e-05,-1.1352067,0.013341380048535578,-1.1879283,-0.07373373574966124
7.716309482930228e-06,-1.8983506,0.02667044229144122,-1.9685377,-0.033411939671639246
2.2159831132739782e-05,-1.055512,-0.04832902767660796,-1.0980686,-0.11935545605737685
4.42633026978001e-05,-0.8243993,-0.07586203982737649,-0.862104,-0.14694479447169173
8.942989552451763e-06,-1.7398925,-0.021148924853259032,-1.7885263,-0.07079170174560656
5.400630016083596e-06,-2.522551,-0.01474482038904823,-2.550738,-0.033270596862645774
3.7494435673579574e-05,-0.7668383,0.052779040795661425,-0.83433014,-0.07811720772461406
9.867340850178152e-06,-1.4896469,0.01798327081314932,-1.5459762,-0.04853254943757579
1.8508144421502948e-05,-1.1400152,0.041570633705001914,-1.2122362,-0.05691000595529583
1.2382974091451615e-05,-1.5910634,0.004598870022701318,-1.6540774,-0.0687321221931202
8.33442754810676e-07,-4.2609925,0.004183196186432925,-4.316371,-0.018563170801664586
1.029484519676771e-05,-2.6036701,-0.007533683603270447,-2.6332548,-0.027715021993047317
8.275312211480923e-06,-5.108841,-0.0072111423729352975,-5.15839,-0.022304128105343102
2.4081616629700875e-06,-6.232933,-0.0008635547790564191,-6.274096,-0.012306431729737777
2.9033315058768494e-06,-2.1252909,-0.01219638621650676,-2.173086,-0.05192573099501707
5.711407993658213e-06,-1.9174654,-0.02206267026996711,-1.9581861,-0.05854560422605093
1.0824721357494127e-05,-1.590022,-0.026183896130411832,-1.6198243,-0.05767360091191154
3.523709665387287e-06,-2.8161278,-0.010071035725998434,-2.8657596,-0.040178746167142454
9.944233170244843e-07,-5.231168,-0.0008242301918838235,-5.273391,-0.014742449225310317
1.2616499134310288e-06,-5.221529,0.008301628001580186,-5.28245,-0.012175974189682526
8.597734449722338e-06,-1.6970912,-0.020621809166943672,-1.7455744,-0.07190796700691116
6.591624241991667e-07,-6.2130275,-0.004631113802638254,-6.2331367,-0.010357120180998547
3.017050403286703e-06,-2.8673518,0.020080464504697026,-2.939974,-0.022402945321188805
9.765213917489746e-07,-1.0682782,0.026181862354649033,-1.1198367,-0.056334632403173934
2.2107036784291267e-05,-1.0631522,0.038841302659379906,-1.1272959,-0.056455393516381736
9.915236660162918e-06,-1.7512449,0.004750185307451638,-1.8147337,-0.061456456088858635
1.8499499674362596e-06,-2.0178668,0.023682038382079718,-2.0825238,-0.029396861996322188
9.525464292892138e-07,-2.494671,0.008252897532614156,-2.5582635,-0.03608669621665461
1.430954216630198e-05,-1.3657324,0.010927930086650273,-1.4289135,-0.07436602002732673
1.0797517461469397e-05,-1.7159233,0.02877380467410018,-1.7848068,-0.036520905323615405
9.085431884159334e-06,-1.753051,-0.024649330292521365,-1.7918062,-0.06255606737357156
6.131405825726688e-06,-1.6882261,0.010644102038031455,-1.7429852,-0.048020229384450164
7.442658898071386e-06,-1.7009099,0.015508730645701796,-1.7584672,-0.04404624342147023
5.594019512500381e-06,-1.7307304,0.022553355894666893,-1.7843782,-0.029213863891809133
2.6995836378773674e-05,-0.95893705,-0.051718947658177306,-1.0050251,-0.13941092560972312
5.865138973604189e-06,-1.2278692,0.03933953996419248,-1.3005129,-0.053366552253289457
4.612682459992357e-06,-2.8678305,-0.013665440371360527,-2.9141421,-0.04048042221136938
1.5867323099882924e-06,-3.1624653,-0.012154073336135163,-3.2092419,-0.036996481392388425
9.703498108137865e-06,-1.3697822,0.036291255729710814,-1.4424111,-0.04760819859905896
1.2360013897705358e-05,-1.6476666,-0.02610409921654233,-1.6923177,-0.07357222133639396
7.073263986967504e-06,-1.6339166,0.002336174691181414,-1.69575,-0.06786680856033067
8.724742883714498e-07,-3.025034,0.019239578384881773,-3.0976427,-0.021269013371723933
1.3885015732739703e-06,-4.243936,-0.008897139942813492,-4.2821593,-0.023535874183604366
7.3228256951551884e-06,-1.8200167,0.028863288954071864,-1.8902991,-0.03393481723488401
1.3648424101120327e-05,-1.2721184,0.022158121025205313,-1.3314183,-0.05974622102761018
4.196473128104117e-06,-1.6881315,0.011942276300201282,-1.7439892,-0.04765302173015895
1.1983947842963971e-05,-4.1296625,0.003622599189067488,-4.197406,-0.023714148533374724
2.3978545868885703e-06,-3.1725109,-0.012140043425403757,-3.219461,-0.03670382854338172
1.5967565559549257e-05,-1.8196231,0.014462087787708633,-1.8781291,-0.042625851680319404
6.289918928814586e-06,-2.168381,0.010863104126563439,-2.2298803,-0.03850340146963627
2.9198856282164343e-05,-2.499908,-0.008777739148411179,-2.5271127,-0.02872805453917393
1.7072485206881538e-05,-2.1392677,0.025354374041140826,-2.211613,-0.03020380751571905
4.319763320381753e-06,-3.5506237,-0.0061742778573969925,-3.5991259,-0.028792890141063454
1.677739618344276e-07,-8.6093025,0.0026705339085479896,-8.666375,-0.009126767083556975
1.3248214600025676e-05,-2.2034135,0.022748212701863002,-2.2652214,-0.02399352576197633
1.853593900591477e-08,-15.174402,0.0012824702995626325,-15.270222,-0.005898133210427536
6.453564310504589e-06,-2.4863987,-0.016244784507482457,-2.5298262,-0.0458443562796883
1.619358590687625e-05,-1.2552909,-0.03802313600056395,-1.292019,-0.08777790410363451
6.887134077260271e-06,-1.7691991,0.02512331842708382,-1.8302882,-0.03237291411112475
1.100415647670161e-05,-1.319971,-0.021555351743049678,-1.3441216,-0.053936120432214185
2.7788446459453553e-05,-1.4493731,0.03338946520868458,-1.5193193,-0.04402590806022977
3.412961814319715e-05,-0.98390585,-0.023879613735974803,-1.0270487,-0.10955635187243673
8.125812200887594e-06,-1.5794693,0.023998720363531456,-1.6399304,-0.040765351485107626
9.588592547515873e-06,-2.13461,0.025098583673411667,-2.2035494,-0.028192768973480553
2.148641215171665e-05,-1.1141648,0.03993899735284456,-1.1829709,-0.05713232783341382
2.0695210878329817e-06,-4.5482516,0.013393847484778787,-4.620973,-0.014167611801059188
4.962129423802253e-06,-3.567787,0.0033571895112494143,-3.620834,-0.022470186641205037
2.5672614356153645e-05,-0.91537017,0.03198208113328205,-0.96063286,-0.04888567797674692
1.5034100215416402e-05,-1.5366215,0.02776947275153563,-1.5969789,-0.036730085980969274
5.346379111870192e-06,-1.8646084,0.007348623393137688,-1.9171598,-0.04369578463484891
4.9156369641423225e-06,-2.0734203,0.01268550834725568,-2.1320105,-0.03720785525479442
2.3486707505071536e-05,-1.4308699,-0.029630754575878715,-1.4775385,-0.0879364828621444
