Losses,Train Sharpe Ratios,Train Annualized Returns,Test Sharpe Ratios,Test Annualized Returns
0.003222700674086809,-0.108415745,0.14633463916220246,-0.23534237,
0.0004776901623699814,-0.20083523,0.11095982181194852,-0.30045247,
0.0006797946989536285,-0.21556108,0.10612233959272999,-0.3233269,
0.000472618528874591,-0.04944858,0.17905320675443281,-0.18115358,
7.74104191805236e-05,-0.1867414,0.12455483186885474,-0.31499952,
0.00282729952596128,-0.25389287,0.11159031060060243,-0.38683176,
0.0025237915106117725,-0.23589578,0.1069810948208858,-0.35424638,
0.002470490988343954,-0.19280508,0.1089724937866341,-0.29580787,
0.000599077669903636,-0.5661754,0.07396217189493637,-0.6924413,-0.32960729037185477
0.013222048059105873,-0.23020121,0.10599901105189113,-0.3332613,
0.0024450235068798065,-0.28040215,0.10139392227068789,-0.40417084,
0.007084585726261139,-0.31937185,0.0883398337174317,-0.42713028,
0.0015011843061074615,-0.77109724,0.057993634641945846,-0.8839139,-0.18934243784963944
0.000706708466168493,-0.58879083,0.07082708114094549,-0.71085626,-0.29857390852115107
0.0016833893023431301,-0.18102223,0.11676758336002169,-0.29429862,
0.005068017635494471,-0.17223617,0.12411835315713082,-0.2877194,
0.0027776802890002728,-0.20552945,0.12060084973045537,-0.33861542,
0.008460886776447296,-0.6893052,0.05890871161749023,-0.8026079,-0.23360151472523782
0.007692617829889059,-0.3051039,0.09645546374135594,-0.42639965,
0.0004513295425567776,-0.23471802,0.1078900437132917,-0.3525019,
0.0033183852210640907,-0.2337694,0.11250570949104777,-0.35679826,
0.0016446044901385903,-0.179806,0.11821390235408402,-0.29514027,
0.0006986601511016488,-1.1701068,0.04470568553686749,-1.2909952,-0.12929478162593178
0.0029520553071051836,-0.32771048,0.08505313193478115,-0.4286247,-0.7191381912431307
0.0002991883084177971,-0.47199398,0.0794102198919886,-0.5906495,-0.3934387065231143
0.0029357359744608402,-0.46692804,0.07756910356466618,-0.58804464,-0.4521251092691576
0.0009147569071501493,-0.45891678,0.08333222433166387,-0.5917062,-0.5463343456544618
0.012959749437868595,-0.25047544,0.1118163227133766,-0.38185474,
0.0017863712273538113,-0.58494276,0.07342402147481142,-0.71928763,-0.3573578196017747
0.0060964785516262054,-1.3149989,0.04200104358625811,-1.4454064,-0.12603040259649445
0.002824960509315133,-0.37209,0.08675211350038192,-0.48944208,-0.762722425000222
0.0006450510118156672,-0.30857176,0.09873771583332536,-0.42865053,
0.00045587250497192144,-0.51910317,0.07870338426848988,-0.65161675,-0.4159137582369188
0.009495633654296398,-0.53123736,0.07496410953318966,-0.6517258,-0.3362577629723481
0.004329328425228596,-0.24347256,0.11067754268427721,-0.3666837,
0.004192336928099394,-0.81010795,0.0566351914602925,-0.92538315,-0.18423064367322073
0.010477795265614986,-0.5598909,0.0745155846159502,-0.68809974,-0.34684466060826413
0.0016927227843552828,-0.26961476,0.10129438756291242,-0.3799977,
0.0034945218358188868,-0.2043781,0.1098063599765533,-0.31225154,
0.0008270422113128006,-0.18992367,0.12212250907873612,-0.315587,
0.00866613257676363,-0.8052137,0.05478614234840706,-0.9158849,-0.1792564705633075
0.002650040201842785,-0.32096204,0.09158784186026803,-0.4259015,-0.7064495034916327
0.000779384165070951,-0.2741063,0.09941961980116432,-0.38927662,
0.003828517161309719,-0.26022395,0.10554513878604821,-0.3799962,
0.0010361811146140099,-0.32253674,0.09970905248777706,-0.45669127,
0.009235328994691372,-0.27121285,0.10633151281153053,-0.39647523,
0.0015927944332361221,-0.7012802,0.05741730559276115,-0.8039472,-0.19259049725633126
0.013005088083446026,-0.29021075,0.09714578002610752,-0.4012754,
0.0033463453873991966,-0.41873458,0.08755268282472906,-0.5490378,-0.6420474655788242
0.0019605003762990236,-0.4265466,0.0824504340011396,-0.5480523,-0.5340675330064797
0.0009081673924811184,-0.46247795,0.07880138723580266,-0.58027124,-0.41500467642095673
0.005394454579800367,-1.2495334,0.040864537838181336,-1.3693174,-0.12237786388625538
0.0017130752094089985,-0.18814139,0.11215178535961634,-0.28374892,
0.0033361087553203106,-0.13331364,0.14051815850899763,-0.26639318,
0.001492172828875482,-0.14619988,0.12442956548997586,-0.2543807,
0.0001889486884465441,-0.425619,0.08710427281958077,-0.55707705,-0.6295856903312451
0.002493487671017647,-0.23543933,0.10445113004784701,-0.33722845,
0.0010124121326953173,-0.123557955,0.1418729852302214,-0.25364262,
0.011124150827527046,-0.23555526,0.10257928783203862,-0.34451264,
3.290597305749543e-05,-0.2906069,0.09795390548698668,-0.40863448,
